AF3_THETA,AF3_LOW_BETA,AF3_GAMMA,T7_ALPHA,T7_HIGH_BETA,Pz_THETA,Pz_LOW_BETA,Pz_GAMMA,T8_ALPHA,T8_HIGH_BETA,AF4_THETA,AF4_LOW_BETA,Label
97.831096,3.698546,0.960427,0.58394,0.491395,2.590204,1.884037,1.077291,2.869441,1.87796,64.010844,3.996423,3
68.763762,3.508975,1.044357,0.506878,0.469458,2.341274,2.123141,1.17326,3.25571,1.876206,45.061675,3.757668,3
40.906369,3.692279,1.130739,0.416441,0.448261,2.204155,2.4169,1.247472,3.719359,1.997483,26.301275,3.71152,3
20.91862,4.103366,1.202328,0.338854,0.452855,2.310917,2.702056,1.278274,4.181364,2.275406,12.768572,3.778511,3
10.463781,4.468831,1.246334,0.291335,0.504993,2.693733,2.899211,1.258352,4.58526,2.71754,5.928683,3.791858,3
6.805808,4.512343,1.26517,0.289344,0.612629,3.203184,2.938939,1.200091,4.805365,3.29758,4.092042,3.580028,3
5.67868,4.106229,1.274992,0.338698,0.755474,3.655337,2.818617,1.131235,4.70389,3.920905,4.225275,3.084981,3
4.593448,3.388654,1.307803,0.441495,0.887495,3.887522,2.630353,1.094837,4.246622,4.439988,4.340336,2.444118,3
3.782689,2.63022,1.397793,0.589173,0.965077,3.900475,2.467588,1.137854,3.5199,4.706283,4.384633,1.87311,3
3.339472,2.038138,1.558153,0.755388,0.969618,3.672791,2.373171,1.290293,2.720655,4.658046,4.339574,1.509481,3
3.123561,1.725749,1.767048,0.899148,0.915037,3.278803,2.345544,1.546636,2.095449,4.339913,4.148381,1.427542,3
3.070102,1.680892,1.973112,0.990633,0.836067,2.782638,2.343619,1.856459,1.836909,3.866425,3.817174,1.609007,3
3.159064,1.802845,2.124183,1.020295,0.767543,2.269874,2.306867,2.144023,1.945882,3.371544,3.40753,1.961801,3
3.362158,1.947681,2.193376,0.993187,0.732774,1.786992,2.191668,2.338568,2.288596,2.954056,2.985232,2.34171,3
3.594492,2.014556,2.184204,0.936292,0.731466,1.444636,2.014229,2.393708,2.715926,2.65619,2.622635,2.630367,3
3.723035,1.947328,2.123547,0.87221,0.743514,1.309918,1.801668,2.304331,3.141752,2.482022,2.383521,2.729562,3
3.70414,1.759178,2.045208,0.813632,0.748153,1.401842,1.579745,2.105377,3.543449,2.453156,2.308742,2.61441,3
3.668997,1.491077,1.969742,0.754447,0.737288,1.703829,1.354776,1.852816,3.928887,2.609929,2.482924,2.297813,3
3.822741,1.210574,1.897346,0.689711,0.711266,2.131114,1.141634,1.601222,4.261456,3.016117,2.968434,1.85645,3
4.240079,0.985322,1.818835,0.623958,0.674297,2.587781,0.985063,1.384463,4.559557,3.742826,3.765589,1.41168,3
4.843212,0.866942,1.740384,0.563302,0.631669,2.9654,0.948958,1.220141,4.909438,4.796028,4.741739,1.118029,3
4.356621,5.839868,1.810896,0.934103,1.432304,1.692845,3.859714,1.560249,4.608775,7.059858,3.985514,6.852558,4
4.239825,5.589913,1.948347,0.824062,1.26489,1.365622,3.931191,1.725926,4.243515,7.418139,3.342023,6.64218,4
4.21064,5.313914,2.134698,0.764716,1.080797,1.164101,3.848244,1.976615,3.736585,7.347538,2.923991,6.322022,4
4.306965,5.057401,2.349765,0.735446,0.931628,1.111683,3.700805,2.2773,3.200027,6.816667,2.777703,5.964275,4
4.400724,4.811309,2.573502,0.715039,0.84492,1.186388,3.543363,2.584737,2.789198,5.949711,2.805841,5.563232,4
4.339032,4.552652,2.77394,0.688559,0.818726,1.320107,3.405805,2.841521,2.710382,4.95308,2.841313,5.082353,4
4.025551,4.306691,2.898817,0.643254,0.821995,1.468625,3.345534,2.982034,3.10235,4.046229,2.806568,4.555376,4
3.563296,4.133269,2.899088,0.574503,0.818026,1.632822,3.41627,2.962804,3.909639,3.355617,2.764847,4.084977,4
3.079068,4.091924,2.758816,0.492173,0.792509,1.793392,3.645634,2.784792,4.900462,2.925349,2.751663,3.804656,4
2.648892,4.187312,2.511181,0.411973,0.753945,1.895496,3.991832,2.499345,5.781043,2.752504,2.759112,3.777853,4
2.296932,4.339944,2.215774,0.349416,0.724202,1.908864,4.313892,2.180283,6.297571,2.784706,2.762175,3.931311,4
1.948062,4.395556,1.935128,0.315148,0.724744,1.822159,4.431803,1.893786,6.321002,2.917841,2.719835,4.066736,4
1.618216,4.197854,1.713876,0.306885,0.760292,1.68909,4.209042,1.676256,5.88043,3.060211,2.595165,3.960928,4
1.250528,3.688887,1.573591,0.314891,0.814705,1.543717,3.627886,1.527861,5.163081,3.130386,2.397685,3.491028,4
0.928914,2.985607,1.519279,0.330874,0.85487,1.415693,2.828777,1.433642,4.468212,3.060662,2.150666,2.764732,4
0.697381,2.36354,1.544275,0.35288,0.851877,1.287739,2.080615,1.382889,4.022159,2.850929,1.907192,2.125947,4
0.587894,2.109688,1.6256,0.381228,0.800211,1.177368,1.675269,1.367916,3.815306,2.586878,1.67951,1.961546,4
0.588993,2.390154,1.72355,0.412163,0.71692,1.118419,1.801624,1.375677,3.697137,2.393783,1.468181,2.498148,4
0.728598,3.146364,1.784052,0.442031,0.628967,1.211867,2.431505,1.380872,3.543257,2.373486,1.346031,3.66238,4
0.975176,4.081579,1.774544,0.465131,0.566003,1.500364,3.298345,1.369667,3.357476,2.553459,1.353033,5.061947,4
1.363623,4.861266,1.706904,0.474009,0.550947,2.029854,4.084162,1.354166,3.215534,2.856874,1.577988,6.2425,4
2.098978,5.286989,1.624819,0.465253,0.588109,2.746534,4.575568,1.361404,3.151402,3.142665,2.119254,6.912659,4
3.237282,5.363847,1.571705,0.442041,0.662731,3.55716,4.723661,1.409021,3.17304,3.306795,3.006738,7.033896,4
4.978576,5.230915,1.566165,0.416204,0.746932,4.285363,4.616777,1.491997,3.287906,3.32291,4.184296,6.756966,4
6.883329,5.017712,1.601021,0.39786,0.807707,4.722797,4.424774,1.590024,3.513782,3.231619,5.404202,6.280166,4
8.572291,4.836915,1.653556,0.387256,0.818024,4.776659,4.353479,1.682011,3.853972,3.129499,6.407162,5.821887,4
9.448598,4.854994,1.699057,0.381124,0.768976,4.445024,4.605379,1.754229,4.30382,3.116641,6.963093,5.597976,4
9.302328,5.212247,1.731402,0.372325,0.677624,3.87501,5.273772,1.811664,4.775861,3.230875,6.966536,5.759696,4
8.222756,5.982274,1.78336,0.352044,0.578272,3.254384,6.316021,1.885426,5.113563,3.451665,6.484167,6.398515,4
6.626832,7.102528,1.905465,0.327324,0.503376,2.761674,7.574122,2.00918,5.18324,3.697082,5.704012,7.487875,4
5.042488,8.305701,2.129555,0.320759,0.468813,2.513964,8.763568,2.193935,4.941644,3.860901,4.831119,8.786536,4
3.895472,9.239511,2.43815,0.362568,0.47198,2.529766,9.585981,2.409327,4.528835,3.885198,4.079667,9.906725,4
3.497055,9.510192,2.763076,0.475025,0.502095,2.754629,9.714014,2.59442,4.198658,3.772797,3.568347,10.352132,4
3.574124,8.9262,3.014614,0.655652,0.546626,2.966262,9.004153,2.688551,4.220024,3.59705,3.194426,9.829017,4
3.984171,7.601159,3.119269,0.867984,0.599458,3.057006,7.591868,2.6599,4.652661,3.429956,2.896486,8.395548,4
4.296569,5.917816,3.043244,1.05132,0.659231,2.917203,5.850157,2.509636,5.298924,3.298655,2.608501,6.445897,4
4.459872,4.368795,2.79942,1.154195,0.717539,2.642877,4.226624,2.267387,5.857035,3.191494,2.415439,4.529391,4
4.521564,3.292716,2.440421,1.160513,0.758732,2.280455,3.019931,1.975604,6.065521,3.071948,2.434226,3.069902,4
4.672854,2.744924,2.049523,1.09343,0.764826,1.962354,2.304704,1.680394,5.834471,2.905311,2.736225,2.197126,4
5.140674,2.581316,1.714669,1.002198,0.728174,1.738913,1.983966,1.418892,5.290879,2.665234,3.307124,1.807786,4
5.850511,2.577171,1.503381,0.928058,0.654253,1.679552,1.90364,1.217488,4.672611,2.38313,4.010547,1.688872,4
6.583519,2.561146,1.457301,0.890405,0.564586,1.724939,1.928872,1.102425,4.163853,2.175679,4.555407,1.683676,4
6.977253,2.432792,1.58802,0.886083,0.487749,1.81731,1.950081,1.100139,3.898433,2.181444,4.726969,1.695355,4
6.903392,2.17723,1.866092,0.904177,0.442521,1.89969,1.874848,1.225781,3.875745,2.457837,4.549656,1.683162,4
6.3561,1.859013,2.202309,0.918638,0.43459,1.947879,1.67793,1.450422,3.98201,2.971049,4.197844,1.63799,4
5.523676,1.547368,2.478703,0.907156,0.455176,1.93372,1.391187,1.704567,4.066518,3.603477,3.885745,1.536925,4
4.689439,1.282681,2.59236,0.862088,0.493196,1.88086,1.079938,1.897113,4.056916,4.216037,3.77664,1.373791,4
4.03333,1.083794,2.503463,0.79786,0.538835,1.837047,0.819939,1.959333,3.962631,4.720355,3.935872,1.182378,4
3.631826,0.940368,2.252484,0.725432,0.587794,1.814662,0.659256,1.876951,3.810539,5.084854,4.327104,1.006735,4
3.481994,0.839162,1.933173,0.651997,0.64279,1.847865,0.602449,1.69691,3.625987,5.299678,4.884636,0.889902,4
3.531547,0.767471,1.642062,0.58039,0.701841,1.973623,0.619064,1.496104,3.438275,5.338649,5.493678,0.850183,4
3.685474,0.720084,1.435303,0.51581,0.756513,2.212235,0.666672,1.341307,3.298734,5.160819,5.989624,0.882775,4
3.842357,0.753781,1.319137,0.468668,0.794701,2.559906,0.722744,1.268934,3.314223,4.740859,6.158064,1.009314,4
3.844482,0.975117,1.270321,0.440333,0.809066,2.987757,0.812064,1.281031,3.555389,4.133886,5.857636,1.292355,4
3.623111,1.418363,1.269907,0.429818,0.811189,3.457408,0.944318,1.358368,4.006717,3.529601,5.102554,1.746232,4
3.176508,2.021918,1.319952,0.435816,0.821879,3.828078,1.094805,1.47973,4.533484,3.218556,4.037789,2.304926,4
2.627723,2.644751,1.426099,0.45259,0.854831,3.988395,1.224765,1.619527,4.939013,3.423656,2.972746,2.834656,4
2.142706,3.131477,1.573135,0.463778,0.904888,3.871624,1.300668,1.751361,5.07959,4.149117,2.174607,3.191326,4
1.810884,3.359389,1.720032,0.45297,0.950139,3.477184,1.304796,1.85189,4.899433,5.178895,1.726309,3.284545,4
1.629261,3.253249,1.821126,0.417663,0.9651,2.865454,1.249154,1.903286,4.44504,6.137541,1.539907,3.074573,4
1.613157,2.831128,1.848159,0.366481,0.932509,2.161392,1.188436,1.897178,3.908782,6.636457,1.543416,2.612009,4
2.83972,2.260497,1.806137,0.314055,0.854214,1.549488,1.161585,1.846228,3.509656,6.490082,1.798547,2.046874,4
8.211017,1.689658,1.736294,0.284616,0.751581,1.163773,1.175416,1.785574,3.366816,5.821103,2.342194,1.550668,4
21.067013,1.235734,1.694318,0.294158,0.655057,1.020155,1.197174,1.758359,3.480871,4.981863,3.180586,1.253537,4
45.466539,0.999566,1.717666,0.341864,0.588994,1.054001,1.187599,1.788528,3.755049,4.371427,4.196943,1.189063,4
144.772552,2.124209,1.80454,0.409344,0.562016,1.145698,1.124064,1.864646,4.023806,4.250899,5.13056,1.285402,4
469.916147,7.868324,1.910516,0.46804,0.566427,1.212289,1.010097,1.94423,4.157988,4.635465,5.873986,1.461252,4
1263.524563,21.312182,1.970658,0.497121,0.586476,1.171865,0.876664,1.976422,4.103052,5.306511,6.447423,1.672748,4
2530.935464,42.900709,1.933303,0.491552,0.616021,1.083449,0.761037,1.924311,3.874882,5.928719,7.021486,1.905767,4
4083.097363,68.242702,1.789516,0.463637,0.658148,0.999313,0.677891,1.777129,3.578899,6.221555,7.76028,2.142288,4
5520.085199,90.431735,1.576882,0.435729,0.719695,1.037004,0.637409,1.557964,3.313253,6.071826,8.628823,2.33332,4
6399.117495,102.211332,1.361502,0.433412,0.805994,1.239713,0.660484,1.322686,3.149718,5.536814,9.408598,2.421062,4
6441.539955,99.476495,1.212049,0.473327,0.91916,1.611977,0.768124,1.141964,3.103622,4.795746,9.79907,2.355391,4
5663.324868,83.672211,1.168107,0.553979,1.050207,2.080456,0.997261,1.062182,3.146632,4.040402,9.611011,2.142005,4
4303.446542,60.339751,1.225288,0.656192,1.179845,2.544437,1.380681,1.08521,3.214711,3.38607,8.922941,1.864019,4
2841.635872,37.000671,1.345595,0.751849,1.282139,2.925679,1.933711,1.172788,3.303723,2.869885,8.099106,1.669739,4
1582.320196,19.462768,1.481117,0.813986,1.330992,3.156535,2.634276,1.276018,3.451631,2.499388,7.636019,1.705401,4
12.747275,6.291507,5.253748,2.294109,1.635269,128.694277,3.001585,6.03157,22.598243,10.984409,10.114583,7.580108,1
11.915991,7.304041,6.271464,2.480546,1.771356,172.547184,3.518679,7.688864,26.846145,12.207954,9.206188,7.653906,1
12.148866,9.089819,7.360646,2.544154,1.912162,234.009988,3.630635,8.498084,29.95198,13.536193,8.278442,8.134107,1
12.965116,11.401892,8.37084,2.500852,2.010227,307.464558,3.288586,8.189268,31.463784,14.521412,7.144843,8.866882,1
13.614753,13.83132,9.11579,2.373743,2.027592,383.410789,2.618349,6.887204,31.322145,14.876952,5.918194,9.667404,1
13.652347,16.033563,9.441771,2.191962,1.967215,451.538017,1.890523,5.044522,29.886461,14.549428,5.067455,10.471821,1
12.890797,17.877975,9.277454,1.987151,1.882173,504.095631,1.393244,3.226512,27.713106,13.771315,4.866057,11.380092,1
11.663919,19.171527,8.671311,1.813291,1.854329,537.34761,1.32747,1.871472,25.560801,12.93572,5.488249,12.319696,1
10.771254,19.741234,7.779542,1.748836,1.939299,550.144195,1.717843,1.177079,24.050345,12.465848,6.956778,13.138055,1
10.711133,19.347855,6.799843,1.864362,2.1242,541.933884,2.413356,1.10075,23.381785,12.601418,8.722506,13.639731,1
11.478792,18.042559,5.906889,2.167998,2.341205,511.992704,3.137349,1.452383,23.348808,13.317234,10.744141,13.799974,1
12.772921,16.020236,5.22805,2.570298,2.497367,460.496726,3.65003,2.02556,23.502698,14.323924,12.327763,13.719727,1
14.028034,13.648556,4.80055,2.908679,2.519726,390.955406,3.825958,2.624425,23.275933,15.258082,13.495488,13.525535,1
14.951269,11.221865,4.605647,3.040444,2.372181,311.738039,3.63212,3.036794,22.264306,15.705679,13.999643,13.143469,1
15.609965,9.207709,4.58431,2.894926,2.074877,234.311671,3.133529,3.105572,20.494824,15.354057,14.307163,12.572403,1
16.370554,8.198871,4.643871,2.506693,1.696675,169.430189,2.468368,2.802223,18.560425,14.160429,15.136986,12.054806,1
17.778267,8.619986,4.700185,2.023508,1.327409,123.391062,1.841437,2.239836,17.529548,12.405946,17.596117,12.033796,1
20.120771,10.266247,4.699304,1.617547,1.049334,96.531531,1.38376,1.617481,18.065662,10.605274,21.9773,12.6896,1
22.96509,12.508497,4.587791,1.398929,0.913916,84.482986,1.117274,1.124649,19.984294,9.272359,27.619104,13.806844,1
25.519678,14.602583,4.341438,1.375754,0.925875,80.730003,0.995851,0.856514,22.367083,8.687332,32.794975,14.96441,1
26.864934,15.840221,4.009621,1.465162,1.043166,80.1862,0.959439,0.789839,23.991481,8.77582,35.595773,15.678067,1
26.772445,15.781312,3.703872,1.558631,1.206981,80.33159,0.92949,0.824299,24.046748,9.24434,34.813257,15.548962,1
25.980824,14.408929,3.539063,1.578225,1.360428,80.777113,0.86903,0.864331,22.54203,9.721873,30.512407,14.369385,1
25.968286,12.078322,3.556525,1.508218,1.459577,81.502939,0.780896,0.875171,20.205147,9.915191,23.966879,12.272088,1
27.341033,9.447804,3.703461,1.380785,1.486397,82.266253,0.690104,0.857199,17.99917,9.731529,16.997877,9.736991,1
29.911721,7.15461,3.871517,1.259845,1.456131,82.856561,0.622593,0.819241,16.682173,9.352201,11.382305,7.380851,1
32.42205,5.598433,3.944986,1.199156,1.395157,83.126852,0.593337,0.77359,16.563399,9.041767,8.086778,5.591451,1
33.508477,4.79643,3.862486,1.233322,1.324904,83.049841,0.606562,0.729774,17.361708,9.011146,6.910315,4.506481,1
32.080029,4.495215,3.648344,1.359253,1.24915,82.741663,0.648663,0.691391,18.377813,9.302136,6.930276,3.979659,1
28.628603,4.402266,3.383055,1.540535,1.160846,82.340294,0.694038,0.658609,18.83251,9.828675,7.226177,3.779719,1
24.020566,4.514663,3.159728,1.715806,1.051341,81.794389,0.720548,0.64965,18.312208,10.439556,7.454157,3.811898,1
19.697638,5.048154,3.045383,1.821743,0.932071,81.438657,0.727725,0.749081,16.807917,11.042037,7.587242,4.156755,1
16.781734,5.966804,3.086225,1.822765,0.83742,83.763576,0.725848,1.164188,14.725564,11.634289,7.667867,4.713409,1
15.612038,7.066538,3.343086,1.719813,0.818139,93.964606,0.724313,2.092085,12.64614,12.255012,7.717693,5.348818,1
15.962544,8.177551,3.867531,1.561308,0.920161,118.412185,0.743743,3.533095,11.16108,12.900948,7.774507,5.99897,1
16.627287,9.108427,4.645201,1.425245,1.15056,161.340061,0.781505,5.207888,10.724022,13.444562,7.856995,6.652533,1
17.355955,9.726605,5.530995,1.385041,1.456283,221.578266,0.796988,6.630775,11.536292,13.629241,7.870827,7.285019,1
18.098808,9.961486,6.259322,1.464731,1.741356,291.682098,0.76433,7.318932,13.345735,13.239639,7.677697,7.841384,1
18.521818,9.987293,6.551691,1.630671,1.903724,359.219777,0.735994,7.01997,15.555196,12.199956,7.096997,8.303508,1
18.164859,10.170731,6.260094,1.813565,1.879739,410.859383,0.811432,5.835219,17.496732,10.652932,6.62181,8.819582,1
16.891545,11.02859,5.452925,1.925101,1.681229,438.061636,1.034467,4.168357,18.469908,8.911607,7.679426,9.727736,1
15.348764,12.81375,4.406276,1.894527,1.406907,439.749365,1.365948,2.54357,18.059568,7.47123,11.516511,11.195743,1
14.435169,15.287328,3.490971,1.695815,1.191801,421.36272,1.747245,1.373162,16.16534,6.852428,18.158264,13.118043,1
14.364938,17.828311,3.015606,1.370019,1.137031,390.866582,2.16458,0.811966,13.166703,7.384146,25.953551,15.158534,1
14.909019,19.704848,3.108268,1.002739,1.257025,356.171291,2.656352,0.780673,9.942204,8.98067,32.258727,16.930656,1
15.350403,20.309647,3.687833,0.681503,1.478586,323.556337,3.266595,1.121043,7.448038,11.162785,34.920505,18.072804,1
15.423467,19.403223,4.547261,0.461827,1.689012,296.779421,4.024286,1.72201,6.208516,13.263343,32.847938,18.298534,1
14.283292,17.110306,5.451279,0.353001,1.797936,277.021422,4.976717,2.516877,6.245909,14.699879,26.777883,17.459068,1
12.187228,13.980891,6.169572,0.326714,1.767654,262.363451,6.041854,3.364158,7.108019,15.163516,19.087124,15.69954,1
9.688497,10.757759,6.512547,0.345353,1.616339,248.611768,7.101275,4.050919,8.222999,14.687125,11.862767,13.453344,1
7.553835,8.050451,6.400239,0.388379,1.398414,231.735551,7.978552,4.385745,9.16774,13.56917,6.659804,11.223066,1
6.457835,6.05697,5.937235,0.467057,1.178773,209.697862,8.540732,4.307308,9.890655,12.215709,3.693582,9.265972,1
6.347094,4.650595,5.373724,0.615706,1.010441,184.22854,8.71307,3.955418,10.77771,11.035748,2.323666,7.597078,1
6.643762,3.718497,4.963687,0.850686,0.91915,160.514136,8.498374,3.635998,12.228036,10.269193,1.714723,6.269829,1
7.307281,3.339194,4.8531,1.145046,0.908554,145.248919,7.917038,3.651245,14.345639,9.978845,1.567997,5.502392,1
8.977078,3.467554,5.017385,1.436081,0.978485,143.165535,6.981833,4.108603,16.795796,10.108627,1.903023,5.282745,1
11.772575,3.937658,5.277595,1.648844,1.137001,154.133054,5.825595,4.839307,18.785362,10.52946,2.770493,5.404576,1
15.187766,4.569949,5.435902,1.730733,1.385318,172.947736,4.648019,5.479015,19.472906,11.064202,4.133938,5.621517,1
19.337709,5.256918,5.37466,1.679813,1.698427,192.327293,3.669978,5.67047,18.470528,11.456421,6.083777,5.787779,1
23.300294,5.916076,5.086127,1.530606,2.01904,206.436908,2.983081,5.245775,16.108024,11.424417,8.547635,5.846434,1
26.225824,6.393051,4.666457,1.33591,2.267366,212.239087,2.536146,4.308147,13.162093,10.824016,11.105109,5.701479,1
27.254673,6.650382,4.243281,1.151503,2.373436,209.491693,2.242699,3.148488,10.409309,9.75564,13.135587,5.39427,1
26.29723,6.737166,3.898999,1.018226,2.308349,200.067681,2.033949,2.099858,8.455737,8.518588,14.041689,5.085938,1
23.982013,6.798857,3.660373,0.974902,2.107587,186.688154,1.899276,1.390504,7.670092,7.499025,13.647219,5.015519,1
20.97446,6.948346,3.539729,1.054199,1.857957,171.843809,1.894199,1.067518,8.104271,7.042348,12.045897,5.255993,1
17.894068,7.179405,3.543543,1.252346,1.651851,157.359088,2.091042,1.018406,9.638321,7.230336,9.684839,5.717077,1
15.216935,7.474327,3.664162,1.530272,1.543554,144.330524,2.437357,1.073258,12.071975,7.812147,7.376025,6.223782,1
12.944625,7.798494,3.842557,1.817653,1.525305,133.297723,2.789778,1.10444,14.894522,8.338168,5.653171,6.718012,1
11.172214,8.080754,3.965216,2.013206,1.545363,124.482981,2.973752,1.068489,17.3501,8.414966,4.857539,7.269455,1
9.666167,8.331086,3.944826,2.038692,1.549448,118.385046,2.840151,0.979509,18.732648,7.926924,4.792179,8.049968,1
8.713172,8.708003,3.748841,1.872477,1.521261,115.97583,2.393468,0.877422,18.618895,7.054509,5.134086,9.282603,1
8.458766,9.361399,3.410471,1.565448,1.460108,118.517886,1.772458,0.811645,17.098525,6.083361,5.451364,11.028126,1
8.979677,10.290179,3.043526,1.219283,1.378706,126.685632,1.179638,0.864807,14.723568,5.272159,5.54871,12.97951,1
10.25296,11.288663,2.779495,0.941732,1.300128,139.596616,0.776527,1.160472,12.256506,4.732625,5.294025,14.579721,1
11.78269,12.074275,2.703994,0.792983,1.232177,155.168115,0.766438,1.790686,10.340909,4.392953,4.793019,15.283519,1
12.951607,12.394961,2.821582,0.759298,1.167192,171.122615,1.363642,2.734959,9.31458,4.106183,4.162947,14.855442,1
13.147817,12.21925,3.040364,0.789862,1.094963,185.924543,2.681302,3.84355,9.224832,3.807825,3.464082,13.5955,1
12.621676,11.729728,3.229305,0.843658,1.008036,198.96715,4.625124,4.913954,10.035301,3.532743,3.391169,12.184418,1
6.106748,14.690712,4.60126,2.076411,1.670304,118.376517,2.656109,0.734145,10.929737,12.295568,2.385547,15.242898,2
6.30965,14.344744,4.570562,1.812479,1.580807,113.570708,2.482192,0.808186,6.716213,11.543183,2.796905,14.452262,2
6.918365,13.958809,4.851584,1.551552,1.39676,112.099127,2.651784,0.942781,4.236703,10.57148,3.345458,13.60326,2
7.425462,13.640881,5.41634,1.333756,1.183862,113.688322,3.274561,1.116372,3.389875,9.572705,3.909013,13.015428,2
7.544296,13.335191,6.105453,1.174046,1.013816,117.388362,4.297279,1.309213,3.798534,8.708835,4.340279,12.756404,2
7.355991,12.843835,6.707293,1.078403,0.924668,122.636037,5.545613,1.497106,5.357269,8.023253,4.616858,12.573774,2
7.130845,12.084725,7.035221,1.052331,0.90622,129.425977,6.808534,1.646218,8.0862,7.455258,5.007135,12.178479,2
8.277771,11.273334,6.990165,1.106181,0.925871,137.396523,7.89236,1.720256,11.806185,6.949629,8.122977,11.545519,2
13.858163,10.760591,6.617982,1.244983,0.957676,145.279759,8.717329,1.698252,16.011383,6.530649,19.075809,10.900692,2
26.191261,10.705541,6.098884,1.454892,0.992066,151.032749,9.283517,1.602063,20.095423,6.28598,41.50296,10.430365,2
45.05944,11.125478,5.646256,1.707349,1.031024,153.037689,9.590773,1.508316,23.630106,6.259367,74.045889,10.364909,2
66.547796,11.878582,5.404496,1.938734,1.079107,151.1104,9.605815,1.511387,26.280261,6.399172,109.174759,10.889838,2
84.220084,12.656952,5.403599,2.068179,1.139427,146.36642,9.326268,1.67544,27.806576,6.589055,136.044203,11.98761,2
92.387073,12.995511,5.567696,2.039635,1.209439,141.093875,8.789598,2.000688,28.113501,6.808272,145.622324,13.314458,2
89.302374,12.617606,5.794426,1.850197,1.284398,138.602025,8.081007,2.409973,27.314249,7.23652,134.785125,14.342158,2
77.982932,11.428064,6.000836,1.545445,1.351558,143.734516,7.302543,2.780102,25.715345,8.060936,107.138918,14.473101,2
64.203642,9.766453,6.127019,1.212277,1.404416,161.040563,6.605588,2.993408,23.759351,9.322171,72.720654,13.506795,2
53.535826,8.22991,6.152601,0.934369,1.453937,192.826044,6.103058,2.983637,21.78567,10.888466,41.738075,11.692186,2
47.830961,7.408193,6.080728,0.769257,1.519398,237.468713,5.727531,2.755683,20.102292,12.418815,21.105288,9.649798,2
45.042506,7.606846,5.972343,0.740244,1.610704,289.130185,5.350893,2.374735,19.003683,13.476827,11.438116,8.115662,2
41.566778,8.765622,5.94256,0.83544,1.72995,339.051573,4.835188,1.934484,18.717728,13.777346,8.564188,7.488037,2
34.749635,10.445708,6.033625,1.026182,1.867588,377.151858,4.111953,1.519864,19.323033,13.32562,7.573273,7.686534,2
26.015719,12.01071,6.181704,1.265917,1.993113,395.296723,3.259661,1.18251,20.771587,12.415837,6.724083,8.371764,2
17.504394,12.862062,6.27597,1.491455,2.061438,390.35528,2.447399,0.939404,22.793084,11.441521,6.059276,9.102308,2
12.166276,12.655075,6.244314,1.643598,2.032559,365.648187,1.794786,0.785794,24.779198,10.626814,5.955305,9.472259,2
10.862181,11.483858,6.104264,1.686339,1.886627,328.943658,1.334685,0.706639,25.895982,9.995159,6.46852,9.388255,2
12.72623,9.7134,5.941134,1.621218,1.637947,289.082412,1.021711,0.680273,25.355407,9.415896,7.466402,8.970308,2
16.464221,7.899677,5.828147,1.493683,1.336559,252.585283,0.809772,0.687579,22.958508,8.785691,8.579848,8.440153,2
21.788426,6.630812,5.772676,1.376792,1.048709,222.894814,0.660972,0.710971,19.309765,8.142331,9.497659,8.054538,2
28.310082,6.271336,5.719177,1.351119,0.831842,200.966845,0.554613,0.732759,15.7192,7.629578,10.085068,7.957892,2
35.070537,6.861553,5.568071,1.451105,0.715317,186.637833,0.492951,0.738189,13.276399,7.378704,10.740725,8.134548,2
40.860425,8.260822,5.23361,1.641961,0.697663,179.236399,0.485427,0.716914,12.461218,7.416732,11.866463,8.564976,2
44.239984,10.206573,4.699221,1.84918,0.750249,177.324095,0.526623,0.669266,13.081549,7.687339,13.627137,9.298234,2
44.387022,12.337073,4.043335,2.003697,0.824297,179.078374,0.584994,0.611065,14.646827,8.067352,15.672036,10.346586,2
40.38426,14.36637,3.428664,2.081981,0.896488,182.66168,0.629529,0.566599,16.815429,8.566999,17.204681,11.660714,2
33.179192,16.371813,3.024296,2.117339,0.991981,186.433897,0.653941,0.556477,19.507324,9.392272,17.72726,13.34396,2
25.040222,18.544106,2.920481,2.158976,1.170361,189.135281,0.665433,0.585555,22.598015,10.79661,17.603013,15.418152,2
19.460358,20.848456,3.099059,2.223281,1.466365,190.189607,0.672485,0.638814,25.552553,12.797056,17.778228,17.596871,2
18.902106,22.95155,3.459907,2.271806,1.856404,189.948253,0.681967,0.688474,27.531134,15.079803,18.984758,19.35056,2
23.120432,24.284651,3.86678,2.242828,2.252174,189.044785,0.682718,0.708433,27.746591,17.020455,21.309106,20.18098,2
29.703113,24.228873,4.197743,2.094482,2.532318,187.921924,0.671629,0.686365,25.85111,18.040854,24.292728,19.859993,2
35.652262,22.535798,4.388174,1.83333,2.613093,186.675421,0.646416,0.627967,22.08189,17.992032,26.475646,18.591525,2
38.390349,19.489866,4.433441,1.513431,2.485502,185.337181,0.614901,0.55213,17.319346,17.237492,26.87115,16.907568,2
37.219904,15.852523,4.366485,1.23022,2.219024,184.224325,0.603432,0.482801,13.030615,16.396823,25.159885,15.406927,2
33.570089,12.591332,4.225146,1.083752,1.915645,183.970894,0.628631,0.438885,10.508894,15.863583,22.151602,14.42102,2
30.961628,10.519778,4.042682,1.134231,1.657554,185.32816,0.699753,0.426977,10.442756,15.646759,19.013293,13.947885,2
32.020406,9.89983,3.833432,1.374228,1.484609,188.656281,0.792327,0.438647,12.698237,15.406624,16.941788,13.667547,2
